model_family,tau,nonlinear_layers,hidden_dim,alpha,lambda,validation_loss,family,initial_fitted_variance,architecture_lambda_zero_fitted_variance,max_lambda_zero_fitted_variance,achieved_r,valid_complexity_reference
linear_activation,0.05,2,2,1.0,10.000000000000002,0.0900231354421843,linear_activation,5.684341886080802e-14,1.898563937174913e-07,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,8,1.0,7.4013339421880975,0.0900231354421843,linear_activation,5.684341886080802e-14,1.0298867891833652e-06,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,2,1.0,4.955148403871969,0.0900231354421843,linear_activation,5.684341886080802e-14,1.898563937174913e-07,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,2,1.0,0.2444312127604942,0.0900394132401651,linear_activation,2.532788911935313e-08,1.898563937174913e-07,0.7189088463783264,3.523101606962881e-08,True
linear_activation,0.05,2,4,1.0,1.643841718255735,0.0900394178843603,linear_activation,2.165734327714674e-14,1.8334835871769428e-09,0.7189088463783264,3.01252980628222e-14,True
linear_activation,0.05,2,2,1.0,0.8145479666433055,0.0900394179091956,linear_activation,3.500083001206633e-10,1.898563937174913e-07,0.7189088463783264,4.868604717884792e-10,True
linear_activation,0.05,2,2,1.0,1.4869510248216484,0.0900394181823835,linear_activation,3.392756344963721e-12,1.898563937174913e-07,0.7189088463783264,4.719313668284282e-12,True
linear_activation,0.05,2,8,1.0,2.455349570439492,0.0900394183313951,linear_activation,1.7109869022893104e-14,1.0298867891833652e-06,0.7189088463783264,2.3799775324908188e-14,True
linear_activation,0.05,2,4,1.0,2.221007363126434,0.0900394183562304,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,4,1.0,4.054431795277528,0.0900394183562304,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,8,1.0,3.317441949813717,0.0900394183562304,linear_activation,5.684341886080802e-14,1.0298867891833652e-06,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,8,1.0,4.955148403871969,0.0900394183562304,linear_activation,5.684341886080802e-14,1.0298867891833652e-06,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,8,1.0,6.69493964544323,0.0900394183562304,linear_activation,5.684341886080802e-14,1.0298867891833652e-06,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,2,1.0,8.182261084470007,0.0900394183562304,linear_activation,5.684341886080802e-14,1.898563937174913e-07,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,4,1.0,0.9955047366910889,0.0900394183810657,linear_activation,1.154660351707082e-12,1.8334835871769428e-09,0.7189088463783264,1.606129007208573e-12,True
linear_activation,0.05,2,2,1.0,0.2,0.0900394193993117,linear_activation,3.614453447653432e-08,1.898563937174913e-07,0.7189088463783264,5.0276936580515e-08,True
linear_activation,0.05,2,8,1.0,0.8145479666433055,0.0900400316383546,linear_activation,9.965506198028606e-10,1.0298867891833652e-06,0.7189088463783264,1.38619885514446e-09,True
linear_activation,0.05,2,8,1.0,0.6664844128899691,0.0900970564459512,linear_activation,3.1203326589235303e-09,1.0298867891833652e-06,0.7189088463783264,4.340373156684529e-09,True
linear_activation,0.05,2,4,1.0,0.5453349474995434,0.0900970698569962,linear_activation,3.095686901266603e-11,1.8334835871769428e-09,0.7189088463783264,4.306090983386641e-11,True
linear_activation,0.05,2,8,1.0,0.9955047366910889,0.0900987276111791,linear_activation,2.5774402057088253e-10,1.0298867891833652e-06,0.7189088463783264,3.5852114196303063e-10,True
linear_activation,0.05,2,2,1.0,0.4462072918927006,0.0900987322802096,linear_activation,5.2779043357986666e-09,1.898563937174913e-07,0.7189088463783264,7.341548740688558e-09,True
linear_activation,0.05,2,4,1.0,1.817286211563076,0.0900987366512168,linear_activation,1.4836132742799234e-14,1.8334835871769428e-09,0.7189088463783264,2.063701513417141e-14,True
linear_activation,0.05,2,4,1.0,2.0090311238977194,0.0900987366512168,linear_activation,1.3699263755719351e-14,1.8334835871769428e-09,0.7189088463783264,1.9055633860582795e-14,True
linear_activation,0.05,2,2,1.0,3.667470807015676,0.0900987366760521,linear_activation,5.684341886080802e-14,1.898563937174913e-07,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,4,1.0,10.000000000000002,0.0900987366760521,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,4,1.0,7.4013339421880975,0.0900987366760521,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,2,1.0,6.69493964544323,0.0900987366760521,linear_activation,5.684341886080802e-14,1.898563937174913e-07,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,4,1.0,9.045585157672232,0.0900987366760521,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,8,1.0,3.667470807015676,0.0900987366760521,linear_activation,5.684341886080802e-14,1.0298867891833652e-06,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,4,1.0,3.317441949813717,0.0900987366760521,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,2,1.0,6.055964668833263,0.0900987366760521,linear_activation,5.684341886080802e-14,1.898563937174913e-07,0.7189088463783264,7.906902126350259e-14,True
linear_activation,0.05,2,2,1.0,3.000820366267417,0.0900987366760521,linear_activation,5.712763568406151e-14,1.898563937174913e-07,0.7189088463783264,7.946436599278964e-14,True
linear_activation,0.05,2,4,1.0,2.714417616594908,0.0900987367008874,linear_activation,1.4210854715202004e-14,1.8334835871769428e-09,0.7189088463783264,1.9767255315875648e-14,True
linear_activation,0.05,2,2,1.0,2.221007363126434,0.0900987367008874,linear_activation,5.366018772986342e-14,1.898563937174913e-07,0.7189088463783264,7.464115652518302e-14,True
linear_activation,0.05,2,8,1.0,2.0090311238977194,0.0900987367257226,linear_activation,2.2356517136688792e-13,1.0298867891833652e-06,0.7189088463783264,3.1097846756671645e-13,True
